Time, Date, Light, Temperature, humidity
13:42:16, 30-6-2022,370,24.2,64
13:42:18, 30-6-2022,368,24.2,64
13:42:19, 30-6-2022,387,24.2,64
13:42:20, 30-6-2022,369,24.2,64
13:42:21, 30-6-2022,373,24.2,64
13:42:23, 30-6-2022,371,24.2,64
13:42:24, 30-6-2022,370,24.2,64
13:42:25, 30-6-2022,368,24.2,64
13:42:26, 30-6-2022,369,24.3,64
13:42:27, 30-6-2022,370,24.3,64
13:42:29, 30-6-2022,369,24.2,64
13:42:30, 30-6-2022,383,24.2,64
13:42:31, 30-6-2022,370,24.3,64
13:42:32, 30-6-2022,369,24.3,64
13:42:34, 30-6-2022,371,24.3,64
13:42:35, 30-6-2022,369,24.3,64
13:42:36, 30-6-2022,372,24.3,64
13:42:37, 30-6-2022,390,24.3,64
13:42:39, 30-6-2022,387,24.3,64
13:42:40, 30-6-2022,380,24.3,64
13:42:41, 30-6-2022,385,24.2,64
13:42:42, 30-6-2022,386,24.2,64
13:42:43, 30-6-2022,383,24.2,64
13:42:45, 30-6-2022,388,24.2,64
13:42:46, 30-6-2022,386,24.2,64
13:42:47, 30-6-2022,388,24.2,64
13:42:48, 30-6-2022,388,24.3,63
13:42:50, 30-6-2022,371,24.3,63
13:42:51, 30-6-2022,369,24.2,63
13:42:52, 30-6-2022,372,24.2,63
13:42:53, 30-6-2022,372,24.3,63
13:42:55, 30-6-2022,384,24.3,63
13:42:56, 30-6-2022,387,24.3,63
13:42:57, 30-6-2022,383,24.3,63
13:42:58, 30-6-2022,384,24.3,63
13:43:00, 30-6-2022,370,24.3,63
13:43:01, 30-6-2022,371,24.3,63
13:43:02, 30-6-2022,370,24.3,63
13:43:03, 30-6-2022,386,24.3,63
13:43:04, 30-6-2022,369,24.3,63
13:43:06, 30-6-2022,372,24.3,63
13:43:07, 30-6-2022,370,24.3,63
13:43:08, 30-6-2022,373,24.3,63
13:43:09, 30-6-2022,372,24.3,63
13:43:11, 30-6-2022,389,24.3,63
13:43:12, 30-6-2022,388,24.3,63
13:43:13, 30-6-2022,390,24.3,63
13:43:14, 30-6-2022,388,24.3,63
13:43:16, 30-6-2022,390,24.3,63
13:43:17, 30-6-2022,389,24.3,63
13:43:18, 30-6-2022,387,24.3,63
13:43:19, 30-6-2022,374,24.3,63
13:43:20, 30-6-2022,386,24.3,63
13:43:22, 30-6-2022,389,24.3,63
13:43:23, 30-6-2022,378,24.3,63
13:43:24, 30-6-2022,371,24.3,63
13:43:25, 30-6-2022,372,24.3,63
13:43:27, 30-6-2022,372,24.3,63
13:43:28, 30-6-2022,372,24.3,63
13:43:29, 30-6-2022,385,24.3,63
13:43:30, 30-6-2022,386,24.3,63
13:43:32, 30-6-2022,385,24.3,63
13:43:33, 30-6-2022,369,24.3,63
13:43:34, 30-6-2022,374,24.3,63
13:43:35, 30-6-2022,372,24.3,63
13:43:36, 30-6-2022,371,24.3,63
13:43:38, 30-6-2022,370,24.3,63
13:43:39, 30-6-2022,372,24.3,63
13:43:40, 30-6-2022,380,24.3,63
13:43:41, 30-6-2022,374,24.3,63
13:43:43, 30-6-2022,387,24.3,63
13:43:44, 30-6-2022,389,24.3,63
13:43:45, 30-6-2022,389,24.3,63
13:43:46, 30-6-2022,390,24.3,63
13:43:48, 30-6-2022,390,24.3,63
13:43:49, 30-6-2022,389,24.3,63
13:43:50, 30-6-2022,390,24.3,63
13:43:51, 30-6-2022,386,24.3,63
13:43:52, 30-6-2022,390,24.3,63
13:43:54, 30-6-2022,388,24.3,63
13:43:55, 30-6-2022,388,24.3,63
13:43:56, 30-6-2022,388,24.3,63
13:43:57, 30-6-2022,391,24.3,63
13:43:59, 30-6-2022,389,24.3,63
13:44:00, 30-6-2022,391,24.3,63
13:44:01, 30-6-2022,389,24.3,63
13:44:02, 30-6-2022,391,24.3,63
13:44:04, 30-6-2022,389,24.3,63
13:44:05, 30-6-2022,389,24.3,63
13:44:06, 30-6-2022,388,24.3,63
13:44:07, 30-6-2022,391,24.3,63
13:44:08, 30-6-2022,389,24.3,63
13:44:10, 30-6-2022,391,24.3,63
13:44:11, 30-6-2022,389,24.3,63
13:44:12, 30-6-2022,391,24.3,63
13:44:13, 30-6-2022,389,24.3,63
13:44:15, 30-6-2022,390,24.3,63
13:44:16, 30-6-2022,390,24.3,63
13:44:17, 30-6-2022,390,24.3,63
13:44:18, 30-6-2022,389,24.3,63
13:44:20, 30-6-2022,390,24.3,63
13:44:21, 30-6-2022,389,24.3,63
13:44:22, 30-6-2022,390,24.3,63
13:44:23, 30-6-2022,389,24.3,63
13:44:25, 30-6-2022,385,24.3,63
13:44:26, 30-6-2022,389,24.3,63
13:44:27, 30-6-2022,388,24.3,63
13:44:28, 30-6-2022,389,24.3,63
13:44:29, 30-6-2022,390,24.3,63
13:44:31, 30-6-2022,389,24.3,63
13:44:32, 30-6-2022,390,24.4,63
13:44:33, 30-6-2022,389,24.4,63
13:44:34, 30-6-2022,389,24.3,63
13:44:36, 30-6-2022,390,24.3,63
13:44:37, 30-6-2022,380,24.3,63
13:44:38, 30-6-2022,376,24.3,63
13:44:39, 30-6-2022,373,24.4,63
13:44:41, 30-6-2022,375,24.4,63
13:44:42, 30-6-2022,374,24.4,63
13:44:43, 30-6-2022,375,24.4,63
13:44:44, 30-6-2022,388,24.4,63
13:44:45, 30-6-2022,386,24.4,63
13:44:47, 30-6-2022,370,24.4,63
13:44:48, 30-6-2022,367,24.4,63
13:44:49, 30-6-2022,386,24.4,63
13:44:50, 30-6-2022,369,24.4,63
13:44:52, 30-6-2022,383,24.4,63
13:44:53, 30-6-2022,367,24.4,63
13:44:54, 30-6-2022,370,24.4,63
13:44:55, 30-6-2022,369,24.4,63
13:44:57, 30-6-2022,386,24.4,63
13:44:58, 30-6-2022,383,24.4,63
13:44:59, 30-6-2022,371,24.4,63
13:45:00, 30-6-2022,383,24.4,63
13:45:01, 30-6-2022,385,24.4,63
13:45:03, 30-6-2022,382,24.4,63
13:45:04, 30-6-2022,369,24.4,63
13:45:05, 30-6-2022,370,24.4,63
13:45:06, 30-6-2022,368,24.4,63
13:45:08, 30-6-2022,382,24.4,63
13:45:09, 30-6-2022,383,24.4,63
13:45:10, 30-6-2022,368,24.4,63
13:45:11, 30-6-2022,385,24.4,63
13:45:13, 30-6-2022,386,24.4,63
13:45:14, 30-6-2022,385,24.4,63
13:45:15, 30-6-2022,385,24.4,63
13:45:16, 30-6-2022,369,24.4,63
13:45:17, 30-6-2022,368,24.4,63
13:45:19, 30-6-2022,369,24.4,63
13:45:20, 30-6-2022,369,24.4,63
13:45:21, 30-6-2022,367,24.4,63
13:45:22, 30-6-2022,385,24.4,63
13:45:24, 30-6-2022,368,24.4,63
13:45:25, 30-6-2022,369,24.4,63
13:45:26, 30-6-2022,389,24.4,63
13:45:27, 30-6-2022,387,24.4,63
13:45:29, 30-6-2022,391,24.4,63
13:45:30, 30-6-2022,389,24.4,63
13:45:31, 30-6-2022,391,24.4,63
13:45:32, 30-6-2022,390,24.4,63
13:45:33, 30-6-2022,389,24.4,63
13:45:35, 30-6-2022,391,24.4,63
13:45:36, 30-6-2022,389,24.4,63
13:45:37, 30-6-2022,390,24.4,63
13:45:38, 30-6-2022,389,24.4,63
13:45:40, 30-6-2022,389,24.4,63
13:45:41, 30-6-2022,390,24.4,63
13:45:42, 30-6-2022,388,24.4,63
13:45:43, 30-6-2022,390,24.4,63
13:45:45, 30-6-2022,390,24.4,63
13:45:46, 30-6-2022,389,24.4,63
13:45:47, 30-6-2022,390,24.4,63
13:45:48, 30-6-2022,389,24.4,63
13:45:49, 30-6-2022,389,24.4,63
13:45:51, 30-6-2022,388,24.4,63
13:45:52, 30-6-2022,389,24.4,63
13:45:53, 30-6-2022,389,24.4,63
13:45:54, 30-6-2022,388,24.4,63
13:45:56, 30-6-2022,390,24.4,63
13:45:57, 30-6-2022,388,24.4,63
13:45:58, 30-6-2022,388,24.4,63
13:45:59, 30-6-2022,389,24.4,63
13:46:01, 30-6-2022,389,24.4,63
13:46:02, 30-6-2022,388,24.4,63
13:46:03, 30-6-2022,390,24.4,63
13:46:04, 30-6-2022,388,24.4,63
13:46:05, 30-6-2022,389,24.4,63
13:46:07, 30-6-2022,389,24.4,63
13:46:08, 30-6-2022,388,24.4,63
13:46:09, 30-6-2022,388,24.4,63
13:46:11, 30-6-2022,388,24.4,63
13:46:12, 30-6-2022,390,24.4,63
13:46:13, 30-6-2022,388,24.4,63
13:46:14, 30-6-2022,387,24.4,63
13:46:15, 30-6-2022,389,24.4,63
13:46:17, 30-6-2022,388,24.4,63
13:46:18, 30-6-2022,386,24.4,63
13:46:19, 30-6-2022,387,24.4,63
13:46:20, 30-6-2022,386,24.4,63
13:46:22, 30-6-2022,386,24.4,63
13:46:23, 30-6-2022,387,24.4,63
13:46:24, 30-6-2022,387,24.4,63
13:46:25, 30-6-2022,390,24.4,63
13:46:26, 30-6-2022,390,24.4,63
13:46:28, 30-6-2022,390,24.4,63
13:46:29, 30-6-2022,389,24.4,63
13:46:30, 30-6-2022,388,24.4,63
13:46:31, 30-6-2022,388,24.4,63
13:46:33, 30-6-2022,386,24.4,63
13:46:34, 30-6-2022,386,24.4,63
13:46:35, 30-6-2022,388,24.4,63
13:46:36, 30-6-2022,387,24.4,63
13:46:38, 30-6-2022,389,24.4,63
13:46:39, 30-6-2022,387,24.4,63
13:46:40, 30-6-2022,388,24.4,63
13:46:41, 30-6-2022,389,24.4,63
13:46:43, 30-6-2022,389,24.4,63
13:46:44, 30-6-2022,388,24.4,63
13:46:45, 30-6-2022,385,24.4,63
13:46:46, 30-6-2022,388,24.4,63
13:46:47, 30-6-2022,387,24.4,63
13:46:49, 30-6-2022,381,24.4,63
13:46:50, 30-6-2022,369,24.4,63
13:46:51, 30-6-2022,369,24.4,63
13:46:52, 30-6-2022,370,24.4,63
13:46:54, 30-6-2022,369,24.4,63
13:46:55, 30-6-2022,371,24.4,63
13:46:56, 30-6-2022,372,24.4,63
13:46:57, 30-6-2022,373,24.4,63
13:46:59, 30-6-2022,377,24.4,63
13:47:00, 30-6-2022,389,24.4,63
13:47:01, 30-6-2022,390,24.4,63
13:47:02, 30-6-2022,390,24.4,63
13:47:03, 30-6-2022,389,24.4,63
13:47:05, 30-6-2022,388,24.4,63
13:47:06, 30-6-2022,388,24.4,63
13:47:07, 30-6-2022,388,24.4,63
13:47:08, 30-6-2022,390,24.4,63
13:47:10, 30-6-2022,387,24.4,63
13:47:11, 30-6-2022,388,24.4,63
13:47:12, 30-6-2022,389,24.4,63
13:47:13, 30-6-2022,388,24.4,63
13:47:15, 30-6-2022,390,24.4,63
13:47:16, 30-6-2022,389,24.4,63
13:47:17, 30-6-2022,390,24.4,63
13:47:18, 30-6-2022,390,24.4,63
13:47:19, 30-6-2022,389,24.4,63
13:47:21, 30-6-2022,390,24.4,63
13:47:22, 30-6-2022,389,24.4,63
13:47:23, 30-6-2022,389,24.4,63
13:47:24, 30-6-2022,390,24.4,63
13:47:26, 30-6-2022,388,24.4,63
13:47:27, 30-6-2022,390,24.4,63
13:47:28, 30-6-2022,389,24.4,63
13:47:29, 30-6-2022,389,24.4,63
13:47:31, 30-6-2022,389,24.4,63
13:47:32, 30-6-2022,388,24.4,63
13:47:33, 30-6-2022,389,24.4,63
13:47:34, 30-6-2022,389,24.4,63
13:47:35, 30-6-2022,389,24.4,63
13:47:37, 30-6-2022,390,24.4,63
13:47:38, 30-6-2022,389,24.4,63
13:47:39, 30-6-2022,389,24.4,63
13:47:40, 30-6-2022,382,24.4,63
13:47:42, 30-6-2022,389,24.4,63
13:47:43, 30-6-2022,390,24.4,63
13:47:44, 30-6-2022,389,24.4,63
13:47:45, 30-6-2022,388,24.4,63
13:47:47, 30-6-2022,389,24.4,63
13:47:48, 30-6-2022,389,24.4,63
13:47:49, 30-6-2022,388,24.4,63
13:47:50, 30-6-2022,390,24.4,63
13:47:52, 30-6-2022,383,24.4,63
13:47:53, 30-6-2022,389,24.4,63
13:47:54, 30-6-2022,391,24.4,63
13:47:55, 30-6-2022,390,24.4,63
13:47:56, 30-6-2022,390,24.4,63
13:47:58, 30-6-2022,389,24.4,63
13:47:59, 30-6-2022,374,24.4,63
13:48:00, 30-6-2022,373,24.4,63
13:48:01, 30-6-2022,369,24.4,63
13:48:03, 30-6-2022,372,24.4,63
13:48:04, 30-6-2022,381,24.4,63
13:48:05, 30-6-2022,382,24.4,63
13:48:06, 30-6-2022,385,24.4,63
13:48:08, 30-6-2022,386,24.4,63
13:48:09, 30-6-2022,388,24.4,63
13:48:10, 30-6-2022,388,24.4,63
13:48:11, 30-6-2022,387,24.4,62
13:48:12, 30-6-2022,388,24.4,62
13:48:14, 30-6-2022,388,24.4,62
13:48:15, 30-6-2022,388,24.4,62
13:48:16, 30-6-2022,389,24.4,63
13:48:17, 30-6-2022,387,24.4,63
13:48:19, 30-6-2022,389,24.4,62
13:48:20, 30-6-2022,389,24.4,62
13:48:21, 30-6-2022,388,24.4,62
13:48:22, 30-6-2022,389,24.4,62
13:48:24, 30-6-2022,387,24.4,62
13:48:25, 30-6-2022,382,24.4,62
13:48:26, 30-6-2022,380,24.4,62
13:48:27, 30-6-2022,382,24.4,62
13:48:28, 30-6-2022,389,24.4,62
13:48:30, 30-6-2022,389,24.4,62
13:48:31, 30-6-2022,385,24.4,62
13:48:32, 30-6-2022,386,24.4,62
13:48:33, 30-6-2022,385,24.4,62
13:48:35, 30-6-2022,389,24.4,62
13:48:36, 30-6-2022,388,24.4,62
13:48:37, 30-6-2022,389,24.4,62
13:48:38, 30-6-2022,388,24.4,62
13:48:40, 30-6-2022,388,24.4,62
13:48:41, 30-6-2022,390,24.4,62
13:48:42, 30-6-2022,388,24.4,62
13:48:43, 30-6-2022,388,24.4,62
13:48:44, 30-6-2022,382,24.4,62
13:48:46, 30-6-2022,376,24.4,62
13:48:47, 30-6-2022,382,24.4,62
13:48:48, 30-6-2022,383,24.5,62
13:48:49, 30-6-2022,389,24.5,62
13:48:51, 30-6-2022,382,24.5,62
13:48:52, 30-6-2022,382,24.5,62
13:48:53, 30-6-2022,385,24.4,62
13:48:54, 30-6-2022,385,24.4,62
13:48:56, 30-6-2022,384,24.5,62
13:48:57, 30-6-2022,387,24.5,62
13:48:58, 30-6-2022,388,24.4,62
13:48:59, 30-6-2022,388,24.4,62
13:49:01, 30-6-2022,387,24.5,62
13:49:02, 30-6-2022,382,24.5,62
13:49:03, 30-6-2022,384,24.5,62
13:49:04, 30-6-2022,390,24.5,62
13:49:05, 30-6-2022,377,24.5,62
13:49:07, 30-6-2022,379,24.5,62
13:49:08, 30-6-2022,389,24.5,62
13:49:09, 30-6-2022,389,24.5,62
13:49:10, 30-6-2022,383,24.5,62
13:49:12, 30-6-2022,378,24.5,62
13:49:13, 30-6-2022,386,24.5,62
13:49:14, 30-6-2022,382,24.5,62
13:49:15, 30-6-2022,383,24.5,62
13:49:17, 30-6-2022,384,24.5,62
13:49:18, 30-6-2022,381,24.5,62
13:49:19, 30-6-2022,381,24.5,62
13:49:20, 30-6-2022,384,24.5,62
13:49:21, 30-6-2022,382,24.5,62
13:49:23, 30-6-2022,384,24.5,62
13:49:24, 30-6-2022,384,24.5,62
13:49:25, 30-6-2022,383,24.5,62
13:49:26, 30-6-2022,381,24.5,62
13:49:28, 30-6-2022,382,24.5,62
13:49:29, 30-6-2022,385,24.5,62
13:49:30, 30-6-2022,386,24.5,62
13:49:31, 30-6-2022,384,24.5,62
13:49:33, 30-6-2022,384,24.5,62
13:49:34, 30-6-2022,384,24.5,62
13:49:35, 30-6-2022,382,24.5,62
13:49:36, 30-6-2022,383,24.5,62
13:49:37, 30-6-2022,390,24.5,62
13:49:39, 30-6-2022,386,24.5,62
13:49:40, 30-6-2022,390,24.5,62
13:49:41, 30-6-2022,389,24.5,62
13:49:42, 30-6-2022,390,24.5,62
13:49:44, 30-6-2022,391,24.5,62
13:49:45, 30-6-2022,389,24.5,62
13:49:46, 30-6-2022,391,24.5,62
13:49:47, 30-6-2022,391,24.5,62
13:49:49, 30-6-2022,390,24.5,62
13:49:50, 30-6-2022,390,24.5,62
13:49:51, 30-6-2022,380,24.5,62
13:49:52, 30-6-2022,375,24.5,62
13:49:53, 30-6-2022,371,24.5,62
13:49:55, 30-6-2022,369,24.5,62
13:49:56, 30-6-2022,366,24.5,62
13:49:57, 30-6-2022,365,24.5,62
13:49:58, 30-6-2022,363,24.5,62
13:50:00, 30-6-2022,372,24.5,62
13:50:01, 30-6-2022,374,24.5,62
13:50:02, 30-6-2022,373,24.5,62
13:50:03, 30-6-2022,373,24.5,62
13:50:05, 30-6-2022,370,24.5,62
13:50:06, 30-6-2022,373,24.5,62
13:50:07, 30-6-2022,372,24.5,62
13:50:08, 30-6-2022,384,24.5,62
13:50:09, 30-6-2022,371,24.5,62
13:50:11, 30-6-2022,372,24.5,62
13:50:12, 30-6-2022,373,24.5,62
13:50:13, 30-6-2022,374,24.5,62
13:50:14, 30-6-2022,373,24.5,62
13:50:16, 30-6-2022,371,24.5,62
13:50:17, 30-6-2022,373,24.5,62
13:50:18, 30-6-2022,375,24.5,62
13:50:19, 30-6-2022,373,24.5,62
13:50:21, 30-6-2022,372,24.5,62
13:50:22, 30-6-2022,368,24.5,62
13:50:23, 30-6-2022,369,24.5,62
13:50:24, 30-6-2022,374,24.5,62
13:50:25, 30-6-2022,384,24.5,62
13:50:27, 30-6-2022,382,24.5,62
13:50:28, 30-6-2022,384,24.5,62
13:50:29, 30-6-2022,383,24.5,62
13:50:30, 30-6-2022,373,24.5,62
13:50:32, 30-6-2022,377,24.5,62
13:50:33, 30-6-2022,374,24.5,62
13:50:34, 30-6-2022,374,24.5,62
13:50:35, 30-6-2022,373,24.5,62
13:50:37, 30-6-2022,373,24.5,62
13:50:38, 30-6-2022,375,24.5,62
13:50:39, 30-6-2022,377,24.6,62
13:50:40, 30-6-2022,386,24.6,62
13:50:41, 30-6-2022,381,24.5,62
13:50:43, 30-6-2022,386,24.5,62
13:50:44, 30-6-2022,387,24.5,62
13:50:45, 30-6-2022,387,24.5,62
13:50:46, 30-6-2022,387,24.6,62
13:50:48, 30-6-2022,386,24.6,62
13:50:49, 30-6-2022,388,24.6,62
13:50:50, 30-6-2022,387,24.6,62
13:50:51, 30-6-2022,389,24.6,62
13:50:53, 30-6-2022,388,24.6,62
13:50:54, 30-6-2022,390,24.6,62
13:50:55, 30-6-2022,389,24.6,62
13:50:56, 30-6-2022,388,24.6,62
13:50:58, 30-6-2022,388,24.6,62
13:50:59, 30-6-2022,388,24.6,62
13:51:00, 30-6-2022,387,24.6,62
13:51:01, 30-6-2022,388,24.6,62
13:51:02, 30-6-2022,388,24.6,62
13:51:04, 30-6-2022,390,24.6,62
13:51:05, 30-6-2022,389,24.6,62
13:51:06, 30-6-2022,390,24.6,62
13:51:07, 30-6-2022,389,24.6,62
13:51:09, 30-6-2022,389,24.6,62
13:51:10, 30-6-2022,387,24.6,62
13:51:12, 30-6-2022,389,24.6,62
13:51:13, 30-6-2022,388,24.6,62
13:51:14, 30-6-2022,389,24.6,62
13:51:15, 30-6-2022,389,24.6,62
13:51:16, 30-6-2022,388,24.6,62
13:51:18, 30-6-2022,389,24.6,62
13:51:19, 30-6-2022,388,24.6,62
13:51:20, 30-6-2022,388,24.6,62
13:51:21, 30-6-2022,389,24.6,62
13:51:23, 30-6-2022,387,24.6,62
13:51:24, 30-6-2022,389,24.6,62
13:51:25, 30-6-2022,387,24.6,62
13:51:26, 30-6-2022,388,24.6,62
13:51:28, 30-6-2022,388,24.6,62
13:51:29, 30-6-2022,390,24.6,62
13:51:30, 30-6-2022,391,24.6,62
13:51:31, 30-6-2022,390,24.6,62
13:51:32, 30-6-2022,389,24.6,62
13:51:34, 30-6-2022,391,24.6,62
13:51:35, 30-6-2022,392,24.6,62
13:51:36, 30-6-2022,390,24.6,62
13:51:37, 30-6-2022,392,24.6,62
13:51:39, 30-6-2022,389,24.6,62
13:51:40, 30-6-2022,388,24.6,62
13:51:41, 30-6-2022,388,24.6,62
13:51:42, 30-6-2022,389,24.6,62
13:51:44, 30-6-2022,391,24.6,62
13:51:45, 30-6-2022,390,24.6,62
13:51:46, 30-6-2022,393,24.6,62
13:51:47, 30-6-2022,391,24.6,62
13:51:48, 30-6-2022,392,24.6,62
13:51:50, 30-6-2022,392,24.6,62
13:51:51, 30-6-2022,392,24.6,62
13:51:52, 30-6-2022,392,24.6,62
13:51:53, 30-6-2022,391,24.6,62
13:51:55, 30-6-2022,392,24.6,62
13:51:56, 30-6-2022,390,24.6,62
13:51:57, 30-6-2022,392,24.6,62
13:51:58, 30-6-2022,391,24.6,62
13:52:00, 30-6-2022,391,24.6,62
13:52:01, 30-6-2022,391,24.6,62
13:52:02, 30-6-2022,391,24.6,62
13:52:03, 30-6-2022,391,24.6,62
13:52:04, 30-6-2022,391,24.6,62
13:52:06, 30-6-2022,391,24.6,62
13:52:07, 30-6-2022,392,24.6,62
13:52:08, 30-6-2022,390,24.6,62
13:52:09, 30-6-2022,392,24.6,62
13:52:11, 30-6-2022,390,24.6,62
13:52:12, 30-6-2022,392,24.6,62
13:52:13, 30-6-2022,390,24.6,62
13:52:14, 30-6-2022,391,24.6,62
13:52:16, 30-6-2022,390,24.6,62
13:52:17, 30-6-2022,391,24.6,62
13:52:18, 30-6-2022,391,24.6,62
13:52:19, 30-6-2022,391,24.6,62
13:52:20, 30-6-2022,392,24.6,62
13:52:22, 30-6-2022,391,24.6,62
13:52:23, 30-6-2022,392,24.6,62
13:52:24, 30-6-2022,391,24.6,62
13:52:25, 30-6-2022,392,24.6,62
13:52:27, 30-6-2022,391,24.6,62
13:52:28, 30-6-2022,392,24.6,62
13:52:29, 30-6-2022,391,24.6,62
13:52:30, 30-6-2022,391,24.6,62
13:52:32, 30-6-2022,391,24.6,62
13:52:33, 30-6-2022,392,24.6,62
13:52:34, 30-6-2022,391,24.6,62
13:52:35, 30-6-2022,392,24.6,62
13:52:37, 30-6-2022,391,24.6,62
13:52:38, 30-6-2022,392,24.6,62
13:52:39, 30-6-2022,391,24.6,62
13:52:40, 30-6-2022,392,24.6,62
13:52:41, 30-6-2022,392,24.6,62
13:52:43, 30-6-2022,391,24.6,62
13:52:44, 30-6-2022,392,24.6,62
13:52:45, 30-6-2022,391,24.6,62
13:52:46, 30-6-2022,392,24.6,62
13:52:48, 30-6-2022,390,24.6,62
13:52:49, 30-6-2022,387,24.6,62
13:52:50, 30-6-2022,390,24.6,62
13:52:51, 30-6-2022,392,24.6,62
13:52:53, 30-6-2022,391,24.6,62
13:52:54, 30-6-2022,393,24.6,62
13:52:55, 30-6-2022,383,24.6,62
13:52:56, 30-6-2022,375,24.6,62
13:52:57, 30-6-2022,375,24.6,62
13:52:59, 30-6-2022,378,24.6,62
13:53:00, 30-6-2022,390,24.6,62
13:53:01, 30-6-2022,373,24.6,62
13:53:02, 30-6-2022,366,24.6,62
13:53:04, 30-6-2022,365,24.6,62
13:53:05, 30-6-2022,369,24.6,62
13:53:06, 30-6-2022,366,24.6,62
13:53:07, 30-6-2022,373,24.6,62
13:53:09, 30-6-2022,379,24.6,62
13:53:10, 30-6-2022,376,24.6,62
13:53:11, 30-6-2022,376,24.6,62
13:53:12, 30-6-2022,373,24.6,62
13:53:13, 30-6-2022,369,24.6,62
13:53:15, 30-6-2022,367,24.6,62
13:53:16, 30-6-2022,362,24.6,62
13:53:17, 30-6-2022,364,24.6,62
13:53:18, 30-6-2022,368,24.6,62
13:53:20, 30-6-2022,372,24.6,62
13:53:21, 30-6-2022,370,24.6,62
13:53:22, 30-6-2022,370,24.6,62
13:53:23, 30-6-2022,369,24.6,62
13:53:25, 30-6-2022,374,24.6,62
13:53:26, 30-6-2022,389,24.6,62
13:53:27, 30-6-2022,382,24.6,62
13:53:28, 30-6-2022,392,24.6,62
13:53:29, 30-6-2022,390,24.6,62
13:53:31, 30-6-2022,392,24.6,62
13:53:32, 30-6-2022,393,24.6,62
13:53:33, 30-6-2022,393,24.6,62
13:53:34, 30-6-2022,386,24.6,62
13:53:36, 30-6-2022,387,24.6,62
13:53:37, 30-6-2022,390,24.6,62
13:53:38, 30-6-2022,377,24.6,62
13:53:39, 30-6-2022,385,24.6,62
13:53:41, 30-6-2022,385,24.6,62
13:53:42, 30-6-2022,388,24.6,62
13:53:43, 30-6-2022,383,24.6,62
13:53:44, 30-6-2022,383,24.6,62
13:53:45, 30-6-2022,370,24.6,62
13:53:47, 30-6-2022,384,24.6,62
13:53:48, 30-6-2022,389,24.6,62
13:53:49, 30-6-2022,388,24.6,62
13:53:50, 30-6-2022,365,24.6,62
13:53:52, 30-6-2022,365,24.6,62
13:53:53, 30-6-2022,382,24.6,62
13:53:54, 30-6-2022,370,24.6,62
13:53:55, 30-6-2022,366,24.6,62
13:53:57, 30-6-2022,369,24.6,62
13:53:58, 30-6-2022,380,24.6,62
13:53:59, 30-6-2022,376,24.6,62
13:54:00, 30-6-2022,385,24.6,62
13:54:02, 30-6-2022,388,24.6,62
13:54:03, 30-6-2022,387,24.6,62
13:54:04, 30-6-2022,387,24.6,62
13:54:05, 30-6-2022,386,24.6,62
13:54:06, 30-6-2022,388,24.6,62
13:54:08, 30-6-2022,388,24.6,62
13:54:09, 30-6-2022,388,24.6,62
13:54:10, 30-6-2022,390,24.6,62
